bft_bft_server3003.1.cymz3o788z1u@azureuser    | 
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8942th command: 1_2236 1735931318158
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8943th command: 2_2236 1735931318160
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8944th command: 3_2236 1735931318164
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8945th command: 4_2233 1735931318167
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8946th command: 1_2237 1735931318170
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8947th command: 2_2237 1735931318171
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8948th command: 3_2237 1735931318174
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8949th command: 4_2234 1735931318177
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8950th command: 1_2238 1735931318180
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8951th command: 2_2238 1735931318181
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8952th command: 3_2238 1735931318184
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8953th command: 4_2235 1735931318188
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8954th command: 1_2239 1735931318189
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8955th command: 2_2239 1735931318190
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8956th command: 3_2239 1735931318192
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8957th command: 4_2236 1735931318193
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8958th command: 1_2240 1735931318194
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8959th command: 2_2240 1735931318196
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8960th command: 3_2240 1735931318198
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8961th command: 4_2237 1735931318202
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8962th command: 1_2241 1735931318205
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8963th command: 2_2241 1735931318207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8964th command: 3_2241 1735931318208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8965th command: 4_2238 1735931318211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8966th command: 1_2242 1735931318215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8967th command: 2_2242 1735931318217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8968th command: 3_2242 1735931318220
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8969th command: 4_2239 1735931318221
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8970th command: 1_2243 1735931318224
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8971th command: 2_2243 1735931318226
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8972th command: 3_2243 1735931318227
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8973th command: 4_2240 1735931318229
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8974th command: 1_2244 1735931318231
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8975th command: 2_2244 1735931318232
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8976th command: 3_2244 1735931318234
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8977th command: 4_2241 1735931318235
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8978th command: 1_2245 1735931318239
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8979th command: 2_2245 1735931318241
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8980th command: 3_2245 1735931318243
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8981th command: 4_2242 1735931318244
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8982th command: 1_2246 1735931318249
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8983th command: 2_2246 1735931318252
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8984th command: 3_2246 1735931318255
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8985th command: 4_2243 1735931318256
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8986th command: 1_2247 1735931318259
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8987th command: 2_2247 1735931318262
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8988th command: 3_2247 1735931318265
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8989th command: 4_2244 1735931318266
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8990th command: 1_2248 1735931318268
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8991th command: 2_2248 1735931318270
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8992th command: 3_2248 1735931318271
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8993th command: 4_2245 1735931318273
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8994th command: 1_2249 1735931318275
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8995th command: 2_2249 1735931318280
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8996th command: 3_2249 1735931318282
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8997th command: 4_2246 1735931318284
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8998th command: 1_2250 1735931318286
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 8999th command: 2_2250 1735931318289
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9000th command: 3_2250 1735931318293
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9001th command: 4_2247 1735931318297
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9002th command: 1_2251 1735931318299
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9003th command: 2_2251 1735931318301
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9004th command: 3_2251 1735931318305
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9005th command: 4_2248 1735931318306
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9006th command: 1_2252 1735931318307
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9007th command: 2_2252 1735931318310
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9008th command: 3_2252 1735931318311
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9009th command: 4_2249 1735931318313
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9010th command: 1_2253 1735931318316
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9011th command: 2_2253 1735931318317
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9012th command: 3_2253 1735931318322
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9013th command: 4_2250 1735931318324
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9014th command: 1_2254 1735931318326
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9015th command: 2_2254 1735931318328
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9016th command: 3_2254 1735931318331
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9017th command: 4_2251 1735931318335
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9018th command: 1_2255 1735931318338
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9019th command: 2_2255 1735931318339
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9020th command: 3_2255 1735931318342
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9021th command: 4_2252 1735931318345
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9022th command: 1_2256 1735931318347
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9023th command: 2_2256 1735931318348
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9024th command: 3_2256 1735931318350
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9025th command: 4_2253 1735931318351
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9026th command: 1_2257 1735931318353
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9027th command: 2_2257 1735931318355
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9028th command: 3_2257 1735931318357
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9029th command: 4_2254 1735931318362
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9030th command: 1_2258 1735931318364
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9031th command: 2_2258 1735931318366
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9032th command: 3_2258 1735931318367
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9033th command: 4_2255 1735931318370
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9034th command: 1_2259 1735931318374
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9035th command: 2_2259 1735931318376
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9036th command: 3_2259 1735931318377
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9037th command: 4_2256 1735931318379
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9038th command: 1_2260 1735931318382
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9039th command: 2_2260 1735931318383
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9040th command: 3_2260 1735931318384
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9041th command: 4_2257 1735931318386
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9042th command: 1_2261 1735931318387
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9043th command: 2_2261 1735931318388
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9044th command: 3_2261 1735931318391
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9045th command: 4_2258 1735931318392
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9046th command: 1_2262 1735931318396
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9047th command: 2_2262 1735931318398
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9048th command: 3_2262 1735931318400
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9049th command: 4_2259 1735931318401
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9050th command: 1_2263 1735931318405
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9051th command: 2_2263 1735931318408
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9052th command: 3_2263 1735931318411
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9053th command: 4_2260 1735931318412
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9054th command: 1_2264 1735931318414
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9055th command: 2_2264 1735931318417
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9056th command: 3_2264 1735931318418
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9057th command: 4_2261 1735931318421
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9058th command: 1_2265 1735931318423
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9059th command: 2_2265 1735931318424
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9060th command: 3_2265 1735931318425
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9061th command: 4_2262 1735931318428
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9062th command: 1_2266 1735931318429
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9063th command: 2_2266 1735931318433
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9064th command: 3_2266 1735931318437
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9065th command: 4_2263 1735931318439
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9066th command: 1_2267 1735931318442
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9067th command: 2_2267 1735931318446
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9068th command: 3_2267 1735931318449
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9069th command: 4_2264 1735931318451
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9070th command: 1_2268 1735931318452
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9071th command: 2_2268 1735931318454
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9072th command: 3_2268 1735931318457
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9073th command: 4_2265 1735931318458
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9074th command: 1_2269 1735931318459
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9075th command: 2_2269 1735931318461
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9076th command: 3_2269 1735931318462
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9077th command: 4_2266 1735931318463
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9078th command: 1_2270 1735931318465
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9079th command: 2_2270 1735931318466
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9080th command: 3_2270 1735931318470
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9081th command: 4_2267 1735931318472
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9082th command: 1_2271 1735931318474
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9083th command: 2_2271 1735931318475
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9084th command: 3_2271 1735931318477
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9085th command: 4_2268 1735931318480
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9086th command: 1_2272 1735931318482
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9087th command: 2_2272 1735931318483
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9088th command: 3_2272 1735931318485
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9089th command: 4_2269 1735931318488
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9090th command: 1_2273 1735931318490
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9091th command: 2_2273 1735931318491
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9092th command: 3_2273 1735931318493
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9093th command: 4_2270 1735931318494
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9094th command: 1_2274 1735931318495
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9095th command: 2_2274 1735931318498
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9096th command: 3_2274 1735931318499
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9097th command: 4_2271 1735931318503
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9098th command: 1_2275 1735931318505
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9099th command: 2_2275 1735931318507
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9100th command: 3_2275 1735931318508
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9101th command: 4_2272 1735931318512
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9102th command: 1_2276 1735931318515
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9103th command: 2_2276 1735931318518
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9104th command: 3_2276 1735931318519
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9105th command: 4_2273 1735931318521
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9106th command: 1_2277 1735931318524
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9107th command: 2_2277 1735931318526
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9108th command: 3_2277 1735931318526
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9109th command: 4_2274 1735931318528
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9110th command: 1_2278 1735931318530
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9111th command: 2_2278 1735931318531
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9112th command: 3_2278 1735931318533
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9113th command: 4_2275 1735931318534
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9114th command: 1_2279 1735931318538
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9115th command: 2_2279 1735931318540
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9116th command: 3_2279 1735931318542
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9117th command: 4_2276 1735931318543
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9118th command: 1_2280 1735931318546
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9119th command: 2_2280 1735931318550
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9120th command: 3_2280 1735931318554
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9121th command: 4_2277 1735931318554
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9122th command: 1_2281 1735931318556
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9123th command: 2_2281 1735931318559
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9124th command: 3_2281 1735931318560
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9125th command: 4_2278 1735931318562
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9126th command: 1_2282 1735931318563
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9127th command: 2_2282 1735931318565
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9128th command: 3_2282 1735931318566
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9129th command: 4_2279 1735931318567
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9130th command: 1_2283 1735931318569
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9131th command: 2_2283 1735931318573
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9132th command: 3_2283 1735931318575
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9133th command: 4_2280 1735931318577
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9134th command: 1_2284 1735931318578
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9135th command: 2_2284 1735931318581
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9136th command: 3_2284 1735931318584
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9137th command: 4_2281 1735931318586
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9138th command: 1_2285 1735931318587
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9139th command: 2_2285 1735931318589
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9140th command: 3_2285 1735931318592
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9141th command: 4_2282 1735931318594
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9142th command: 1_2286 1735931318595
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9143th command: 2_2286 1735931318596
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9144th command: 3_2286 1735931318597
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9145th command: 4_2283 1735931318599
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9146th command: 1_2287 1735931318604
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9147th command: 2_2287 1735931318606
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9148th command: 3_2287 1735931318610
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9149th command: 4_2284 1735931318612
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9150th command: 1_2288 1735931318614
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9151th command: 2_2288 1735931318615
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9152th command: 3_2288 1735931318619
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9153th command: 4_2285 1735931318622
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9154th command: 1_2289 1735931318625
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9155th command: 2_2289 1735931318626
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9156th command: 3_2289 1735931318628
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9157th command: 4_2286 1735931318631
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9158th command: 1_2290 1735931318632
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9159th command: 2_2290 1735931318634
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9160th command: 3_2290 1735931318636
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9161th command: 4_2287 1735931318637
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9162th command: 1_2291 1735931318638
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9163th command: 2_2291 1735931318640
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9164th command: 3_2291 1735931318641
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9165th command: 4_2288 1735931318646
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9166th command: 1_2292 1735931318648
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9167th command: 2_2292 1735931318650
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9168th command: 3_2292 1735931318652
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9169th command: 4_2289 1735931318655
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9170th command: 1_2293 1735931318659
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9171th command: 2_2293 1735931318661
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9172th command: 3_2293 1735931318662
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9173th command: 4_2290 1735931318665
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9174th command: 1_2294 1735931318669
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9175th command: 2_2294 1735931318670
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9176th command: 3_2294 1735931318671
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9177th command: 4_2291 1735931318674
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9178th command: 1_2295 1735931318675
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9179th command: 2_2295 1735931318676
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9180th command: 3_2295 1735931318678
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9181th command: 4_2292 1735931318679
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9182th command: 1_2296 1735931318683
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9183th command: 2_2296 1735931318685
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9184th command: 3_2296 1735931318688
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9185th command: 4_2293 1735931318689
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9186th command: 1_2297 1735931318692
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9187th command: 2_2297 1735931318695
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9188th command: 3_2297 1735931318697
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9189th command: 4_2294 1735931318698
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9190th command: 1_2298 1735931318700
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9191th command: 2_2298 1735931318704
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9192th command: 3_2298 1735931318705
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9193th command: 4_2295 1735931318706
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9194th command: 1_2299 1735931318708
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9195th command: 2_2299 1735931318710
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9196th command: 3_2299 1735931318711
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9197th command: 4_2296 1735931318713
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9198th command: 1_2300 1735931318714
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9199th command: 2_2300 1735931318719
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9200th command: 3_2300 1735931318722
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9201th command: 4_2297 1735931318725
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9202th command: 1_2301 1735931318726
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9203th command: 2_2301 1735931318729
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9204th command: 3_2301 1735931318733
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9205th command: 4_2298 1735931318735
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9206th command: 1_2302 1735931318736
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9207th command: 2_2302 1735931318738
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9208th command: 3_2302 1735931318741
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9209th command: 4_2299 1735931318743
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9210th command: 1_2303 1735931318744
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9211th command: 2_2303 1735931318746
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9212th command: 3_2303 1735931318747
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9213th command: 4_2300 1735931318748
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9214th command: 1_2304 1735931318750
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9215th command: 2_2304 1735931318751
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9216th command: 3_2304 1735931318756
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9217th command: 4_2301 1735931318758
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9218th command: 1_2305 1735931318760
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9219th command: 2_2305 1735931318761
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9220th command: 3_2305 1735931318765
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9221th command: 4_2302 1735931318770
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9222th command: 1_2306 1735931318772
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9223th command: 2_2306 1735931318773
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9224th command: 3_2306 1735931318775
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9225th command: 4_2303 1735931318778
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9226th command: 1_2307 1735931318779
