bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | 
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12456th command: 10_518 1736012771985
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12457th command: 11_519 1736012772016
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12458th command: 12_519 1736012772033
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12459th command: 13_519 1736012772048
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12460th command: 14_519 1736012772056
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12461th command: 15_519 1736012772081
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12462th command: 16_519 1736012772104
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12463th command: 17_519 1736012772120
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12464th command: 18_519 1736012772128
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12465th command: 19_519 1736012772145
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12466th command: 2_519 1736012772170
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12467th command: 20_519 1736012772178
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12468th command: 21_519 1736012772185
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12469th command: 22_519 1736012772201
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12470th command: 23_519 1736012772209
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12471th command: 24_519 1736012772217
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12472th command: 3_519 1736012772233
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12473th command: 4_519 1736012772241
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12474th command: 5_519 1736012772272
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12475th command: 6_519 1736012772288
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12476th command: 7_519 1736012772305
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12477th command: 8_519 1736012772312
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12478th command: 9_519 1736012772335
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12479th command: 1_519 1736012772358
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12480th command: 10_519 1736012772375
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12481th command: 11_520 1736012772382
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12482th command: 12_520 1736012772399
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12483th command: 13_520 1736012772422
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12484th command: 14_520 1736012772431
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12485th command: 15_520 1736012772438
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12486th command: 16_520 1736012772454
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12487th command: 17_520 1736012772461
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12488th command: 18_520 1736012772469
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12489th command: 19_520 1736012772486
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12490th command: 2_520 1736012772493
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12491th command: 20_520 1736012772524
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12492th command: 21_520 1736012772540
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12493th command: 22_520 1736012772556
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12494th command: 23_520 1736012772564
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12495th command: 24_520 1736012772588
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12496th command: 3_520 1736012772613
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12497th command: 4_520 1736012772628
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12498th command: 5_520 1736012772636
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12499th command: 6_520 1736012772652
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12500th command: 7_520 1736012772675
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12501th command: 8_520 1736012772683
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12502th command: 9_520 1736012772691
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12503th command: 1_520 1736012772707
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12504th command: 10_520 1736012772715
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12505th command: 11_521 1736012772724
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12506th command: 12_521 1736012772739
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12507th command: 13_521 1736012772748
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12508th command: 14_521 1736012772778
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12509th command: 15_521 1736012772794
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12510th command: 16_521 1736012772810
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12511th command: 17_521 1736012772818
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12512th command: 18_521 1736012772843
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12513th command: 19_521 1736012772866
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12514th command: 2_521 1736012772881
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12515th command: 20_521 1736012772890
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12516th command: 21_521 1736012772905
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12517th command: 22_521 1736012772929
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12518th command: 23_521 1736012772936
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12519th command: 24_521 1736012772945
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12520th command: 3_521 1736012772961
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12521th command: 4_521 1736012772969
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12522th command: 5_521 1736012772977
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12523th command: 6_521 1736012772993
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12524th command: 7_521 1736012773000
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12525th command: 8_521 1736012773034
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12526th command: 9_521 1736012773049
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12527th command: 1_521 1736012773065
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12528th command: 10_521 1736012773074
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12529th command: 11_522 1736012773097
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12530th command: 12_522 1736012773121
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12531th command: 13_522 1736012773136
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12532th command: 14_522 1736012773144
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12533th command: 15_522 1736012773161
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12534th command: 16_522 1736012773184
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12535th command: 17_522 1736012773192
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12536th command: 18_522 1736012773200
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12537th command: 19_522 1736012773216
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12538th command: 2_522 1736012773225
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12539th command: 20_522 1736012773232
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12540th command: 21_522 1736012773248
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12541th command: 22_522 1736012773256
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12542th command: 23_522 1736012773287
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12543th command: 24_522 1736012773304
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12544th command: 3_522 1736012773319
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12545th command: 4_522 1736012773327
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12546th command: 5_522 1736012773351
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12547th command: 6_522 1736012773375
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12548th command: 7_522 1736012773390
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12549th command: 8_522 1736012773398
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12550th command: 9_522 1736012773414
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12551th command: 1_522 1736012773438
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12552th command: 10_522 1736012773446
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12553th command: 11_523 1736012773454
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12554th command: 12_523 1736012773469
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12555th command: 13_523 1736012773478
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12556th command: 14_523 1736012773486
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12557th command: 15_523 1736012773502
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12558th command: 16_523 1736012773510
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12559th command: 17_523 1736012773541
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12560th command: 18_523 1736012773557
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12561th command: 19_523 1736012773574
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12562th command: 2_523 1736012773582
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12563th command: 20_523 1736012773606
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12564th command: 21_523 1736012773629
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12565th command: 22_523 1736012773646
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12566th command: 23_523 1736012773655
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12567th command: 24_523 1736012773671
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12568th command: 3_523 1736012773695
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12569th command: 4_523 1736012773703
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12570th command: 5_523 1736012773711
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12571th command: 6_523 1736012773726
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12572th command: 7_523 1736012773735
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12573th command: 8_523 1736012773743
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12574th command: 9_523 1736012773759
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12575th command: 1_523 1736012773767
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12576th command: 10_523 1736012773798
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12577th command: 11_524 1736012773815
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12578th command: 12_524 1736012773831
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12579th command: 13_524 1736012773839
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12580th command: 14_524 1736012773862
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12581th command: 15_524 1736012773887
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12582th command: 16_524 1736012773903
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12583th command: 17_524 1736012773910
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12584th command: 18_524 1736012773926
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12585th command: 19_524 1736012773951
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12586th command: 2_524 1736012773959
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12587th command: 20_524 1736012773966
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12588th command: 21_524 1736012773984
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12589th command: 22_524 1736012773991
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12590th command: 23_524 1736012773999
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12591th command: 24_524 1736012774014
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12592th command: 3_524 1736012774022
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12593th command: 4_524 1736012774054
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12594th command: 5_524 1736012774071
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12595th command: 6_524 1736012774087
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12596th command: 7_524 1736012774095
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12597th command: 8_524 1736012774120
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12598th command: 9_524 1736012774143
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12599th command: 1_524 1736012774159
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12600th command: 10_524 1736012774167
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12601th command: 11_525 1736012774182
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12602th command: 12_525 1736012774208
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12603th command: 13_525 1736012774216
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12604th command: 14_525 1736012774223
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12605th command: 15_525 1736012774239
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12606th command: 16_525 1736012774247
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12607th command: 17_525 1736012774255
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12608th command: 18_525 1736012774272
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12609th command: 19_525 1736012774279
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12610th command: 2_525 1736012774311
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12611th command: 20_525 1736012774327
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12612th command: 21_525 1736012774343
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12613th command: 22_525 1736012774351
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12614th command: 23_525 1736012774375
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12615th command: 24_525 1736012774399
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12616th command: 3_525 1736012774415
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12617th command: 4_525 1736012774422
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12618th command: 5_525 1736012774439
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12619th command: 6_525 1736012774462
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12620th command: 7_525 1736012774470
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12621th command: 8_525 1736012774479
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12622th command: 9_525 1736012774494
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12623th command: 1_525 1736012774502
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12624th command: 10_525 1736012774510
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12625th command: 11_526 1736012774526
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12626th command: 12_526 1736012774533
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12627th command: 13_526 1736012774566
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12628th command: 14_526 1736012774583
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12629th command: 15_526 1736012774599
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12630th command: 16_526 1736012774607
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12631th command: 17_526 1736012774632
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12632th command: 18_526 1736012774658
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12633th command: 19_526 1736012774673
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12634th command: 2_526 1736012774681
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12635th command: 20_526 1736012774698
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12636th command: 21_526 1736012774723
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12637th command: 22_526 1736012774731
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12638th command: 23_526 1736012774739
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12639th command: 24_526 1736012774756
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12640th command: 3_526 1736012774764
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12641th command: 4_526 1736012774772
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12642th command: 5_526 1736012774787
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12643th command: 6_526 1736012774796
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12644th command: 7_526 1736012774827
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12645th command: 8_526 1736012774843
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12646th command: 9_526 1736012774860
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12647th command: 1_526 1736012774867
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12648th command: 10_526 1736012774891
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12649th command: 11_527 1736012774915
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12650th command: 12_527 1736012774931
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12651th command: 13_527 1736012774938
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12652th command: 14_527 1736012774954
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12653th command: 15_527 1736012774978
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12654th command: 16_527 1736012774987
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12655th command: 17_527 1736012774994
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12656th command: 18_527 1736012775010
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12657th command: 19_527 1736012775018
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12658th command: 2_527 1736012775026
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12659th command: 20_527 1736012775043
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12660th command: 21_527 1736012775050
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12661th command: 22_527 1736012775081
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12662th command: 23_527 1736012775097
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12663th command: 24_527 1736012775115
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12664th command: 3_527 1736012775123
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12665th command: 4_527 1736012775146
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12666th command: 5_527 1736012775170
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12667th command: 6_527 1736012775186
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12668th command: 7_527 1736012775194
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12669th command: 8_527 1736012775210
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12670th command: 9_527 1736012775234
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12671th command: 1_527 1736012775243
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12672th command: 10_527 1736012775251
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12673th command: 11_528 1736012775267
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12674th command: 12_528 1736012775274
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12675th command: 13_528 1736012775283
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12676th command: 14_528 1736012775299
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12677th command: 15_528 1736012775307
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12678th command: 16_528 1736012775338
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12679th command: 17_528 1736012775355
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12680th command: 18_528 1736012775371
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12681th command: 19_528 1736012775379
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12682th command: 2_528 1736012775402
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12683th command: 20_528 1736012775426
