bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | 
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6649th command: 4_831 1735931428048
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6650th command: 5_831 1735931428050
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6651th command: 6_831 1735931428054
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6652th command: 7_831 1735931428059
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6653th command: 8_831 1735931428060
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6654th command: 1_831 1735931428062
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6655th command: 2_831 1735931428066
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6656th command: 3_831 1735931428067
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6657th command: 4_832 1735931428069
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6658th command: 5_832 1735931428073
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6659th command: 6_832 1735931428074
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6660th command: 7_832 1735931428082
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6661th command: 8_832 1735931428085
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6662th command: 1_832 1735931428088
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6663th command: 2_832 1735931428091
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6664th command: 3_832 1735931428095
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6665th command: 4_833 1735931428100
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6666th command: 5_833 1735931428103
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6667th command: 6_833 1735931428105
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6668th command: 7_833 1735931428108
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6669th command: 8_833 1735931428114
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6670th command: 1_833 1735931428116
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6671th command: 2_833 1735931428118
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6672th command: 3_833 1735931428121
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6673th command: 4_834 1735931428123
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6674th command: 5_834 1735931428125
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6675th command: 6_834 1735931428128
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6676th command: 7_834 1735931428130
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6677th command: 8_834 1735931428137
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6678th command: 1_834 1735931428140
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6679th command: 2_834 1735931428144
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6680th command: 3_834 1735931428145
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6681th command: 4_835 1735931428151
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6682th command: 5_835 1735931428156
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6683th command: 6_835 1735931428160
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6684th command: 7_835 1735931428162
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6685th command: 8_835 1735931428165
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6686th command: 1_835 1735931428170
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6687th command: 2_835 1735931428172
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6688th command: 3_835 1735931428174
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6689th command: 4_836 1735931428178
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6690th command: 5_836 1735931428180
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6691th command: 6_836 1735931428181
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6692th command: 7_836 1735931428185
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6693th command: 8_836 1735931428186
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6694th command: 1_836 1735931428193
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6695th command: 2_836 1735931428197
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6696th command: 3_836 1735931428200
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6697th command: 4_837 1735931428202
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6698th command: 5_837 1735931428207
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6699th command: 6_837 1735931428212
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6700th command: 7_837 1735931428216
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6701th command: 8_837 1735931428218
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6702th command: 1_837 1735931428222
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6703th command: 2_837 1735931428226
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6704th command: 3_837 1735931428228
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6705th command: 4_838 1735931428230
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6706th command: 5_838 1735931428234
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6707th command: 6_838 1735931428235
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6708th command: 7_838 1735931428237
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6709th command: 8_838 1735931428240
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6710th command: 1_838 1735931428242
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6711th command: 2_838 1735931428249
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6712th command: 3_838 1735931428252
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6713th command: 4_839 1735931428256
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6714th command: 5_839 1735931428257
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6715th command: 6_839 1735931428263
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6716th command: 7_839 1735931428268
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6717th command: 8_839 1735931428271
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6718th command: 1_839 1735931428273
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6719th command: 2_839 1735931428276
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6720th command: 3_839 1735931428281
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6721th command: 4_840 1735931428283
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6722th command: 5_840 1735931428285
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6723th command: 6_840 1735931428288
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6724th command: 7_840 1735931428290
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6725th command: 8_840 1735931428292
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6726th command: 1_840 1735931428295
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6727th command: 2_840 1735931428297
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6728th command: 3_840 1735931428304
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6729th command: 4_841 1735931428308
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6730th command: 5_841 1735931428311
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6731th command: 6_841 1735931428313
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6732th command: 7_841 1735931428318
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6733th command: 8_841 1735931428322
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6734th command: 1_841 1735931428326
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6735th command: 2_841 1735931428328
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6736th command: 3_841 1735931428331
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6737th command: 4_842 1735931428336
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6738th command: 5_842 1735931428338
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6739th command: 6_842 1735931428340
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6740th command: 7_842 1735931428343
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6741th command: 8_842 1735931428345
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6742th command: 1_842 1735931428347
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6743th command: 2_842 1735931428350
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6744th command: 3_842 1735931428352
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6745th command: 4_843 1735931428360
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6746th command: 5_843 1735931428363
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6747th command: 6_843 1735931428366
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6748th command: 7_843 1735931428368
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6749th command: 8_843 1735931428373
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6750th command: 1_843 1735931428378
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6751th command: 2_843 1735931428381
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6752th command: 3_843 1735931428384
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6753th command: 4_844 1735931428387
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6754th command: 5_844 1735931428392
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6755th command: 6_844 1735931428394
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6756th command: 7_844 1735931428396
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6757th command: 8_844 1735931428399
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6758th command: 1_844 1735931428401
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6759th command: 2_844 1735931428403
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6760th command: 3_844 1735931428406
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6761th command: 4_845 1735931428408
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6762th command: 5_845 1735931428414
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6763th command: 6_845 1735931428418
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6764th command: 7_845 1735931428421
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6765th command: 8_845 1735931428423
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6766th command: 1_845 1735931428428
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6767th command: 2_845 1735931428433
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6768th command: 3_845 1735931428437
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6769th command: 4_846 1735931428438
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6770th command: 5_846 1735931428442
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6771th command: 6_846 1735931428447
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6772th command: 7_846 1735931428449
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6773th command: 8_846 1735931428451
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6774th command: 1_846 1735931428454
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6775th command: 2_846 1735931428456
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6776th command: 3_846 1735931428458
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6777th command: 4_847 1735931428461
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6778th command: 5_847 1735931428463
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6779th command: 6_847 1735931428470
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6780th command: 7_847 1735931428473
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6781th command: 8_847 1735931428477
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6782th command: 1_847 1735931428478
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6783th command: 2_847 1735931428483
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6784th command: 3_847 1735931428489
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6785th command: 4_848 1735931428492
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6786th command: 5_848 1735931428494
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6787th command: 6_848 1735931428499
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6788th command: 7_848 1735931428503
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6789th command: 8_848 1735931428505
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6790th command: 1_848 1735931428507
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6791th command: 2_848 1735931428510
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6792th command: 3_848 1735931428512
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6793th command: 4_849 1735931428514
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6794th command: 5_849 1735931428518
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6795th command: 6_849 1735931428519
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6796th command: 7_849 1735931428526
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6797th command: 8_849 1735931428530
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6798th command: 1_849 1735931428533
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6799th command: 2_849 1735931428535
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6800th command: 3_849 1735931428540
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6801th command: 4_850 1735931428545
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6802th command: 5_850 1735931428549
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6803th command: 6_850 1735931428551
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6804th command: 7_850 1735931428554
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6805th command: 8_850 1735931428559
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6806th command: 1_850 1735931428561
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6807th command: 2_850 1735931428563
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6808th command: 3_850 1735931428566
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6809th command: 4_851 1735931428568
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6810th command: 5_851 1735931428570
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6811th command: 6_851 1735931428573
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6812th command: 7_851 1735931428575
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6813th command: 8_851 1735931428582
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6814th command: 1_851 1735931428585
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6815th command: 2_851 1735931428589
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6816th command: 3_851 1735931428591
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6817th command: 4_852 1735931428596
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6818th command: 5_852 1735931428601
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6819th command: 6_852 1735931428605
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6820th command: 7_852 1735931428607
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6821th command: 8_852 1735931428610
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6822th command: 1_852 1735931428615
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6823th command: 2_852 1735931428617
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6824th command: 3_852 1735931428619
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6825th command: 4_853 1735931428623
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6826th command: 5_853 1735931428624
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6827th command: 6_853 1735931428626
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6828th command: 7_853 1735931428629
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6829th command: 8_853 1735931428631
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6830th command: 1_853 1735931428639
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6831th command: 2_853 1735931428642
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6832th command: 3_853 1735931428645
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6833th command: 4_854 1735931428647
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6834th command: 5_854 1735931428652
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6835th command: 6_854 1735931428657
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6836th command: 7_854 1735931428661
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6837th command: 8_854 1735931428663
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6838th command: 1_854 1735931428666
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6839th command: 2_854 1735931428671
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6840th command: 3_854 1735931428673
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6841th command: 4_855 1735931428675
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6842th command: 5_855 1735931428678
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6843th command: 6_855 1735931428680
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6844th command: 7_855 1735931428682
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6845th command: 8_855 1735931428685
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6846th command: 1_855 1735931428687
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6847th command: 2_855 1735931428694
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6848th command: 3_855 1735931428697
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6849th command: 4_856 1735931428701
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6850th command: 5_856 1735931428703
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6851th command: 6_856 1735931428708
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6852th command: 7_856 1735931428713
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6853th command: 8_856 1735931428717
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6854th command: 1_856 1735931428719
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6855th command: 2_856 1735931428722
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6856th command: 3_856 1735931428728
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6857th command: 4_857 1735931428730
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6858th command: 5_857 1735931428733
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6859th command: 6_857 1735931428735
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6860th command: 7_857 1735931428737
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6861th command: 8_857 1735931428738
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6862th command: 1_857 1735931428742
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6863th command: 2_857 1735931428744
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6864th command: 3_857 1735931428750
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6865th command: 4_858 1735931428754
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6866th command: 5_858 1735931428757
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6867th command: 6_858 1735931428759
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6868th command: 7_858 1735931428764
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6869th command: 8_858 1735931428769
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6870th command: 1_858 1735931428773
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6871th command: 2_858 1735931428775
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6872th command: 3_858 1735931428780
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6873th command: 4_859 1735931428784
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6874th command: 5_859 1735931428785
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6875th command: 6_859 1735931428787
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6876th command: 7_859 1735931428791
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6877th command: 8_859 1735931428792
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6878th command: 1_859 1735931428794
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6879th command: 2_859 1735931428798
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6880th command: 3_859 1735931428799
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6881th command: 4_860 1735931428806
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6882th command: 5_860 1735931428810
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6883th command: 6_860 1735931428813
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6884th command: 7_860 1735931428815
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6885th command: 8_860 1735931428820
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6886th command: 1_860 1735931428826
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6887th command: 2_860 1735931428829
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6888th command: 3_860 1735931428831
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6889th command: 4_861 1735931428835
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6890th command: 5_861 1735931428840
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6891th command: 6_861 1735931428842
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6892th command: 7_861 1735931428844
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6893th command: 8_861 1735931428848
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6894th command: 1_861 1735931428849
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6895th command: 2_861 1735931428851
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6896th command: 3_861 1735931428854
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6897th command: 4_862 1735931428856
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6898th command: 5_862 1735931428863
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6899th command: 6_862 1735931428867
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6900th command: 7_862 1735931428870
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6901th command: 8_862 1735931428872
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6902th command: 1_862 1735931428877
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6903th command: 2_862 1735931428882
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6904th command: 3_862 1735931428886
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6905th command: 4_863 1735931428888
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6906th command: 5_863 1735931428891
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6907th command: 6_863 1735931428896
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6908th command: 7_863 1735931428898
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6909th command: 8_863 1735931428900
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6910th command: 1_863 1735931428903
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6911th command: 2_863 1735931428905
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6912th command: 3_863 1735931428907
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6913th command: 4_864 1735931428910
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6914th command: 5_864 1735931428912
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6915th command: 6_864 1735931428921
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6916th command: 7_864 1735931428923
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6917th command: 8_864 1735931428926
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6918th command: 1_864 1735931428927
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6919th command: 2_864 1735931428932
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6920th command: 3_864 1735931428938
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6921th command: 4_865 1735931428941
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6922th command: 5_865 1735931428943
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6923th command: 6_865 1735931428947
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6924th command: 7_865 1735931428952
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6925th command: 8_865 1735931428954
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6926th command: 1_865 1735931428955
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6927th command: 2_865 1735931428959
